3,facebook.com,8003841
1,baidu.com,8005584
1,microsoft.com,8006226
1,facebook.com,8007044
6,wikipedia.org,8008128
1,baidu.com,8007038
5,baidu.com,8005573
4,yahoo.com,8007760
1,blogspot.com,8011216
1,blogspot.com,8005288
1,blogspot.com,8005208
1,youtube.com,8004977
1,baidu.com,8006700
1,microsoft.com,8004201
5,wikipedia.org,8007407
3,yahoo.com,8006186
1,yahoo.com,8005163
6,msn.com,8007957
1,msn.com,8005337
3,youtube.com,8005812
1,microsoft.com,8006417
1,baidu.com,8005656
1,live.com,8005781
2,yahoo.com,8005361
1,microsoft.com,8005830
1,msn.com,8005042
6,live.com,8008425
1,live.com,8004174
1,qq.com,8003600
5,wikipedia.org,8006604
1,msn.com,8006094
4,microsoft.com,8004861
4,yahoo.com,8007111
4,yahoo.com,8007007
1,facebook.com,8005484
1,msn.com,8004255
1,qq.com,8005110
4,live.com,8005017
3,msn.com,8004581
5,youtube.com,8007563
1,baidu.com,8005611
6,baidu.com,8005234
3,msn.com,8006829
1,baidu.com,8003761
1,baidu.com,8005452
1,facebook.com,8005142
1,youtube.com,8004800
2,live.com,8007655
6,microsoft.com,8006285
1,baidu.com,8006323
1,microsoft.com,8005097
1,facebook.com,8004237
2,youtube.com,8006376
1,youtube.com,8003414
5,msn.com,8006969
1,microsoft.com,8004444
1,msn.com,8004321
1,blogspot.com,8003822
5,yahoo.com,8006935
1,msn.com,8004440
5,qq.com,8003671
2,baidu.com,8003504
1,wikipedia.org,8005123
1,youtube.com,8005027
4,live.com,8004977
1,live.com,8004527
1,yahoo.com,8006115
1,youtube.com,8006227
5,yahoo.com,8004446
1,qq.com,8004933
1,youtube.com,8005129
3,microsoft.com,8006948
1,blogspot.com,8005774
4,blogspot.com,8005012
1,msn.com,8004451
2,blogspot.com,8005178
1,facebook.com,8005122
1,facebook.com,8004882
4,facebook.com,8006742
2,qq.com,8009164
1,qq.com,8004843
3,baidu.com,8008063
6,facebook.com,8005150
1,baidu.com,8004422
6,msn.com,8004170
1,live.com,8005927
1,wikipedia.org,8004547
5,youtube.com,8005643
4,baidu.com,8004735
1,microsoft.com,8004758
6,youtube.com,8006644
1,yahoo.com,8006275
1,qq.com,8004632
1,wikipedia.org,8005514
1,qq.com,8005899
5,wikipedia.org,8007190
1,msn.com,8004674
5,microsoft.com,8007016
5,blogspot.com,8005962
5,microsoft.com,8006094
3,youtube.com,8004113
1,facebook.com,8004774
3,yahoo.com,8005111
1,youtube.com,8004926
4,qq.com,8004993
2,microsoft.com,8008025
3,youtube.com,8007037
2,live.com,8009802
6,msn.com,8004541
4,microsoft.com,8005886
5,youtube.com,8006162
2,blogspot.com,8005189
3,live.com,8008939
2,youtube.com,8004849
4,facebook.com,8004181
3,yahoo.com,8006674
1,qq.com,8005853
6,facebook.com,8004646
1,facebook.com,8005691
1,yahoo.com,8005057
1,yahoo.com,8005445
2,yahoo.com,8004795
1,qq.com,8006363
1,baidu.com,8005900
6,baidu.com,8003863
1,wikipedia.org,8005459
2,wikipedia.org,8007611
1,msn.com,8004921
2,qq.com,8004477
6,microsoft.com,8008185
4,youtube.com,8007883
2,yahoo.com,8007776
1,wikipedia.org,8004351
6,qq.com,8004611
4,baidu.com,8005632
4,wikipedia.org,8004550
4,youtube.com,8007558
2,microsoft.com,8008332
1,baidu.com,8005232
4,blogspot.com,8007185
1,live.com,8004970
1,microsoft.com,8005181
1,wikipedia.org,8026219
6,yahoo.com,8007357
1,qq.com,8004692
5,live.com,8007619
1,blogspot.com,8005031
3,microsoft.com,8006390
3,facebook.com,8009323
1,facebook.com,8005182
1,wikipedia.org,8008113
1,wikipedia.org,8004281
6,youtube.com,8009000
1,youtube.com,8007125
1,wikipedia.org,8026210
1,live.com,8004698
3,blogspot.com,8004603
4,wikipedia.org,8007213
1,yahoo.com,8004516
1,wikipedia.org,8005119
1,qq.com,8005165
2,baidu.com,8007381
1,yahoo.com,8031219
5,yahoo.com,8007740
1,msn.com,8004392
2,youtube.com,8008514
1,msn.com,8006047
1,wikipedia.org,8004155
1,baidu.com,8005083
5,msn.com,8004788
1,live.com,8006483
6,wikipedia.org,8007579
4,qq.com,8005476
3,qq.com,8004552
6,live.com,8005813
2,wikipedia.org,8007300
3,blogspot.com,8004637
3,qq.com,8005094
1,msn.com,8037691
1,msn.com,8005399
1,blogspot.com,8004037
1,blogspot.com,8004628
6,live.com,8004785
3,blogspot.com,8004266
6,yahoo.com,8005762
1,youtube.com,8005252
2,facebook.com,8006456
1,live.com,8006520
2,microsoft.com,8006585
1,microsoft.com,8006354
2,msn.com,8003705
1,live.com,8004539
5,blogspot.com,8003761
1,microsoft.com,8026555
6,baidu.com,8004643
5,facebook.com,8004045
2,qq.com,8005989
1,microsoft.com,8004982
1,facebook.com,8005006
1,qq.com,8005644
1,youtube.com,8005084
2,facebook.com,8007677
2,live.com,8003968
4,wikipedia.org,8003721
5,blogspot.com,8004668
1,blogspot.com,8005900
4,youtube.com,8006336
1,facebook.com,8005617
1,youtube.com,8004967
1,qq.com,8029847
3,live.com,8006511
1,qq.com,8004170
2,msn.com,8007004
2,facebook.com,8005688
1,baidu.com,8006732
3,baidu.com,8004353
5,baidu.com,8006569
1,yahoo.com,8006123
6,qq.com,8007791
5,msn.com,8004142
3,facebook.com,8005325
4,msn.com,8010870
6,blogspot.com,8004106
6,yahoo.com,8004522
1,yahoo.com,8004956
6,qq.com,8004729
1,facebook.com,8005413
5,live.com,8005772
5,qq.com,8007250
1,yahoo.com,8005615
1,live.com,8005214
1,yahoo.com,8004702
1,yahoo.com,8006978
1,wikipedia.org,8005331
1,microsoft.com,8004348
1,youtube.com,8005233
1,baidu.com,8004361
3,qq.com,8004809
4,msn.com,8005498
1,live.com,8004666
1,wikipedia.org,8005323
5,facebook.com,8006313
1,youtube.com,8004281
3,msn.com,8004939
3,microsoft.com,8003911
2,msn.com,8004579
4,facebook.com,8008482
1,live.com,8004118
1,live.com,8003488
5,facebook.com,8006490
1,wikipedia.org,8004534
1,live.com,8005047
1,blogspot.com,8005132
4,msn.com,8005871
1,baidu.com,8007494
1,qq.com,8004905
1,facebook.com,8005994
1,yahoo.com,8003694
4,blogspot.com,8004912
3,baidu.com,8006598
5,live.com,8006585
6,wikipedia.org,8006572
1,blogspot.com,8004286
1,youtube.com,8004488
1,blogspot.com,8005887
4,baidu.com,8005855
5,microsoft.com,8004377
1,youtube.com,8004349
1,msn.com,8006145
4,live.com,8008477
1,microsoft.com,8006634
1,qq.com,8005849
6,blogspot.com,8008421
1,blogspot.com,8008297
1,blogspot.com,8005983
6,microsoft.com,8009209
4,qq.com,8005418
1,blogspot.com,8005942
4,microsoft.com,8006604
1,msn.com,8006116
1,yahoo.com,8006253
1,microsoft.com,8006931
2,wikipedia.org,8006956
3,wikipedia.org,8007248
6,facebook.com,8008904
6,blogspot.com,8006484
3,wikipedia.org,8005664
5,baidu.com,8008899
3,wikipedia.org,8005381
1,live.com,8005256
1,facebook.com,8004764
6,youtube.com,8005176
1,microsoft.com,8007985
3,live.com,8006970
1,yahoo.com,8005511
1,facebook.com,8005931
5,qq.com,8006328
2,baidu.com,8005376
2,blogspot.com,8005518
1,wikipedia.org,8006069
